﻿CleanText;Rating
n esperez pa passer la bague au n esperez pa passer la bague au doigt circular n est que du vent circular ne fabrique pa il revend un produit circular est un miroir aux alouettes brille beaucoup pour attirer mais il n rien derri si ce n est un coup de fusil circular n est rien autre qu un pi ge gogo une chose est si vous aimez le gadget et perdre de l argent c est le bon plan de triste exp rience;1
c est agr able de ne pa avoir besoin c est agr able de ne pa avoir besoin un abonnement la bague et l application fonctionnent parfaitement ensemble et j obtiens tout ce dont j ai besoin avec elles;5
j aime le fait qu il n ait pa besoin j aime le fait qu il n ait pa besoin abonnement la bague et l application fonctionnent parfaitement ensemble et j obtiens toutes le information dont j ai besoin sans frais suppl mentaires;5
la saga continue la saga continue toujours pa de remboursement effectif de commande pas e le 17 octobre 2024 il r pondent toujours tr gentiment qu il vont occuper rapidement de r soudre le probl mais il ne font rien apr avoir voqu de mani dilatoire plusieurs raisons de non remboursement dont la fameuse liste attente ou la fameuse adresse email pour le soi disant remboursement je pense que le rieux ou l honn tet n est pa la caract ristique principale de votre entreprise;1
aucune garantie bague qui fonctionner 2 ou 3jours service client contact dans la foul e garantie 92183 aucune r activit apres 8mois change il demandent de renvoyer la bague pour remboursement bague renvoy e en cembre aucune nouvelle malgr de relances passez votre chemin avec cette soci et cette bague si vous ne voulez pa perdre votre argent;1
passez votre chemin apr avoir essay obtenir pendant plusieurs mois un deuxi remplacement de bague j ai finalement demand un remboursement dure depuis fin cembre fait de notre mieux comprend votre frustration nous faisons tout notre possible bref que du pipo j ai j laiss un message ici il trois mois j ai eu la r ponse que beaucoup est sol va prendre contact et r gler le probl rapidement pa de contact pris et probl toujours pa r gl ce point l je pense qu peut consid rer que c est une arnaque;1
mefiez vous fuyer fiez vous il ne respecte pa le lais de r tractation j ai eu le malheur avoir acheter une circular ring quelques jours avant la sortie de la slim la premi n tant pa fiable j avais demand le remboursement de la slim et de la ring aucun de 2 n rembours il sont tr fort pour vous faire tourner en rond il pr textent de lais administratives et promettent de revenir vers vous mais pa de nouvelle et quand vous faites un rappel il donnent autres excuse il sont tr fort;1
attention grosse arnaque et scam attention grosse arnaque et scam promesse de remboursement et ou envoi de bague bidon attention ne vous faites pa avoir plus de 2 an attente commande en 2022 bagues mal finies qui arr tent et non fonctionnelles;1
mauvaise exp rience suite un soucis de taille de la bague le support propos de renvoyer la taille en dessous plut qu un remboursement ne voyant rien arriver le support dit qu il faudrait que j attende 3 mois pour la recevoir j ai demand alors un remboursement remboursement que j attends toujours depuis plus 1 mois maintenant malgr de multiple relances et qu il fallu que je demande via paypal car la proc dure standard n pa march la personne du support toujours r pondu me relances mais ne peut apparemment rien faire pour aider au remboursement;1
parfait petit compagnon agr able porter et tr utile pour conna tre s donn e corporelles id al comme assistant de suivi de sant;5
circular slim anneau fragile et non fiable circular slim command fin 2023 u en mar 2024 fonctionnement normal pendant 3 semaines puis l anneau est mort remplacement qui pris 1 2 mois le nouvel anneau fonctionn normalement 2 mois je pr cise que pour le 2 anneau j ai fait vraiment attention je ne le portais plus en faisant du sport pour ne pa l ab mer bref je r sou demander un remboursement 4 mois plus tard je suis toujours dans l attente un remboursement et balade pour demander tre patient et que va venir en r sum anneau tr fragile et non fiable service client ne faisant pa son boulot obtenir un remboursement pour un produit fectueux semble impossible;1
exp rience catastrophique viter j ai u 3 bagues et chaque fois la batterie n pa tenu plus de 6 mois maintenant cela fait pr un mois que j attends un remboursement mais rien ne vient bref c est le constat que pour beaucoup autres client;1
circular ring slim est tellement simple circular ring slim est tellement simple utiliser et ajuste parfaitement le information de sant sont tr pr cis et l alarme vibrante est un joli ajout;5
ce tracker de sant est incroyable ce tracker de sant est incroyable et le meilleur c est qu il n pa abonnement le suivi du stress est une super fonctionnalit et l application fournit de nombreuses donn e utiles;5
je fais partie de contributeurs de la premi heure ceux qui ont cru en votre vision qui ont investi non seulement de l argent mais de la confiance en retour nous avon eu droit quo voir plus;1
j aime le fait qu il n ait pa besoin abonnement la bague et l application fonctionnent parfaitement ensemble et j obtiens toutes le information dont j ai besoin sans frais suppl mentaires;5
bague qui fonctionner 2 ou 3jours service client contact dans la foul e garantie 92183 aucune r activit apres 8mois change il demandent de renvoyer la bague pour remboursement voir plus;1
une version slim qui fait clairement la diff rence fiable et discr te niveau software le phase de sommeil ne sont pa toujours bien tect e surtout pour l veil en attente une synch voir plus;4
le suivi du sommeil avec cette bague le suivi du sommeil avec cette bague est tr impressionnant elle fournit de donn e taill e et elle est si confortable que je ne la remarque pa quand je la porte;5
j ai achet cette bague il quelques j ai achet cette bague il quelques mois et elle est devenue un excellent ajout routine le suivi du sommeil est taill et l application regorge de donn e utiles;5
j utilise la circular ring slim tous j utilise la circular ring slim tous le jours et c est fantastique elle est l g confortable et suit sant parfaitement le fonctionnalit de l application sont galement excellentes;5
je suis satisfait de mon exp rience je suis satisfait de mon exp rience avec cette bague elle est incroyablement l g suit me donn e de sant correctement et l application est pleine de fonctionnalit;5
le design de cette bague est l gant et le design de cette bague est l gant et si l ger elle suit fr quence cardiaque et mon spo2 avec pr cision et l application est un outil utile pour le bien tre;5
la bague est facile porter la bague est facile porter et l autonomie de la batterie est correcte elle dure plusieurs jours elle est l g l gante et parfaite pour une utilisation quotidienne;5
cette bague est tr fine et facile cette bague est tr fine et facile porter toute la journ e elle suit la fr quence cardiaque et le sommeil avec pr cision et le exercices de respiration guid e sont vraiment utiles;5
cela tout une arnaque mise jour du 31 mar proc dure de diation conso et r pression de fraudes enclench e noter que l entreprise est en redressement judiciaire depuis ao 2024 mise jour du 21 f vrier toujours pa u de remboursement malgr relance il un mois par contre je ois bien le spam sur la nouvelle bague de promesses rien que de promesses si ici un mois rien ne bouge je vais contacter la dgccrf et le diateur conso valuation du 20 janvier ci dessous je ne relate pa le innombrables change par mail entre chaque tape parce que serum trop long sinon 2024 f vrier commande mai r ception septembre la bague est j hors service novembre remplacement annonc par le support cembre toujours pa de remplacement le support annonce un remboursement 2025 ce jour 20 janvier 2025 toujours pa rembours malgr de multiple relances je cide faire un retour trustpilot le support est r actif mais finit par se dire que ce n est qu une fa ade et qu il n rien derri je mettrai jour quand je serai enfin rembours noter que le avis positifs ci dessous sont de toute vidence de faux saute aux yeux quand prend le temp de le lira;1
fuir fuir la bague ne fonctionne pa et apr un retour demand aucun remboursement cela fait un que j attends et que l promet acc l rer le remboursement suite la r ponse de circular c est exactement ce que l r pond tous me mail depuis un;1
arnaque totale arnaque totale fuir j ai pay bague il 3 an vous vous rendez compte suite non r ception de bague apr 2 an j ai demand un remboursement et cela fait 1 qu il baladent dire nous somme en train de r soudre le souci et faisons le n cessaire pour acc l rer le processus mais rien aucun remboursement l horizon depuis 1 ce sont de manipulation pour ne rien rembourser ne leur faites pa confiance;1
du nouveau dans situation du nouveau dans situation il remboursent 164 06 euro au lieu de 254 06 bon je leur ai rappel certains article de code de la consommation et du code civil il sont vraiment magique ou sont pas le 90 euro manquant j ose esp rer qu il vont revoir leur copie avant que je passe l tape sup rieure le sav est assez r actif mais je pense bien brid par leur direction passez neanmoins votre chemin;1
fuyez circular ring slim v1 allez perdre temp et argent ailleurs bague circular slim v1 267 80 command e le 21 02 2024 ue 13 05 2024 avec promesse de livraison un 2 chargeur pour avoir autant attendu mais chargeur jamais u et bague totalement h le 18 10 2024 multiple change dilatoires avec le bot relna ou r pond comme tel entre le 19 10 2024 et le 19 12 2024 et depuis plus de son ni image seulement 2 mail u avec remise gracieuse annonc e env 85 pour remettre 100 dans leur bague v2 lorsqu elle serum commercialis e et v1 annonc e abandonn e au passage mais de qui se moque agissant un sav pour un objet attendu 3 mois et qui fonctionn 5 mois fuyez;1
pire exp rience client bonjour produit command en novembre 2023 u en janvier 2024 totalement cess de fonctionner le 20 02 2024 apr plusieurs change avec le service client refonctionne le 26 02 produit fonctionne de mani fectueuse partir du 27 05 apr de tr nombreux change avec le support et renvoi du produit pour analyse il est finalement chang le 03 09 2024 produit cesse totalement de fonctionner le 08 11 2024 nombreux change en cours avec le support pa de r solution date circular produit et support est pire exp rience client;1
compagnie diocre lente avec service la client le pourri j ai achet une bague en juin 2023 pour atteindre 6 mois de livraison pour avoir une bague qui tait fectueuse et qui dur e quelques semaines seulement maintenant cela fait maintenant plus un que j attends apr bague de remplacement et circular invente toutes sortes de conneries la compagnie est diocre personne ne va acheter de cette petite entreprise dans me contact je n ai jamais vu une compagnie aussi path tique noter que la date de l exp rience ci ba n est pa bonne car je ne pouvais pa aller plus loin que le 32 cembre 2023;1
un sav plorable un sav plorable apr plus un mois attente je n ai jamais u le produit le soucis de livraison et de logistique existent je ne leur en tiens pa rigueur le vrai probl est le service apr vente personne n jamais capable de donner une date approximative de livraison le r pons se contredisent le unes le autres et n taient que de copier coller de message pr r dig qui ne veulent rien dire apr deux semaines de palabres inutiles il ont enfin consenti rembourser l achat mais je suis retrouv sans cadeau offrir le soir de l le produit est certainement de qualit mais cela ne fait pa tout une grosse remise en question est pr voir;1
bague circular jamais vue pa exp di e mais r glement encaiss bague connect e command e le 8 novembre dernier 2024 exp dition toujours repouss e pour de multiple raisons fallacieuses et toujours pa exp di e le 27 cembre 2024 et encore moins ue il ne savent qu envoyer de courriels de report et retard pour diverses raisons annul la commande ce jour 27 12 2024 en attendant un remboursement complet car commande non ex cut e;1
fuir de toute urgence fuir de toute urgence j ai rep r cette entreprise dans la c l bre mission de m6 le concept et le produit ont vraiment emball e j ai attendu longtemps qu il se veloppent et mettent en vente la bague j croyais vraiment beaucoup j ai donc fait l achat de bague en novembre 2022 pour une livraison pr vue en mai 2023 le choses ont de suite mal commenc sachant que bague livr e avec plus de six mois de retard la taille n tait pa bonne en plus car entre deux tailles je l ai perdue j en ai donc rachet e une autre encore une fois en leur faisant confiance et depuis ce jour le cauchemar je n ai eu que de soucis le prix de la bague j con quent et j avais achet en plus la garantie expr quand ce n tait pa la bague qui ne se synchronise plus avec l application c tait de probl me de fonctionnement et de mesure de information de sant un peu le principal bref il avait toujours de probl me et cela mettait de semaines tre r solu en tout chang quatre fois la bague et chaque fois il eu de probl me et elles ne fonctionnait plus je crois que je l ai utilis au maximum un mois con cutif entre le service client et le 25 op rateurs diff rent auquel l affaire et qui r pondent chacun une version diff rente c est la catastrophe je demande un remboursement car j en ai plus qu assez avoir pay presque 300 pour un produit que je ne peux pa utiliser r pond qu il sont pr t envoyer le nouveau prototype de la bague en faisant un rabais mais que je doi rajouter 100 de poche le comble je leur maintiens que je veux un remboursement cela fait plus un mois que dure et je n ai toujours pa rembours e il essayent de gagner du temp il sortent toutes le excuse du monde abord c est parce qu il trop de demandes de remboursement en temp ensuite c est parce que si ensuite c est parce que promis un remboursement au 26 cembre 2024 maximum je sen gros comme une maison que je ne l aurais pa ici l crit pour demander une demande de remboursement paypal alors que j ai pay par carte bancaire j ai quand fait une demande de remboursement paypal pour le montant entier auquel j ai achet la bague et j attends toujours ce jour c est une honte bref produit plorable service client plorable si je n ai pa mon remboursement rapidement je saisis la justice et le association de consommateur et j irai jusqu au bout cela n que trop dur il faut arr ter de se payer la te de gen;1
cette bague rend le suivi de sant cette bague rend le suivi de sant amusant et simple j adore sa l g ret et application est remplie de fonctionnalit utiles;5
avec cette bague avec cette bague rester en bonne sant semble facile elle est super l g pr cise et application donne toutes le information j ai besoin;5
la circular ring slim int gre la circular ring slim int gre parfaitement mon mode de vie elle est l gante suit condition physique sans effort et application est bien con ue;5
je fais partie de contributeurs de la premi heure ceux qui ont cru en votre vision qui ont investi non seulement de l argent mais de la confiance en retour nous avon eu droit quo voir plus;1
j aime le fait qu il n ait pa besoin abonnement la bague et l application fonctionnent parfaitement ensemble et j obtiens toutes le information dont j ai besoin sans frais suppl mentaires;5
bague qui fonctionner 2 ou 3jours service client contact dans la foul e garantie 92183 aucune r activit apres 8mois change il demandent de renvoyer la bague pour remboursement voir plus;1
une version slim qui fait clairement la diff rence fiable et discr te niveau software le phase de sommeil ne sont pa toujours bien tect e surtout pour l veil en attente une synch voir plus;4
depuis que j utilise cette bague depuis que j utilise cette bague je sen plus en phase avec sant elle est confortable porter et application fournit de donn e pr cis et taill e;5
marceau quand j ai achet cette bague je ne attendais pa grand chose mais elle est r v l e incroyable l application fournit de mises jour claires et la bague est tr confortable;5
j utilise cette bague depuis de j utilise cette bague depuis de semaines et je ne peux plus en passer elle est g l gante et fournit de rapport taill sur sant via application;5
mon parcours fitness est devenu mon parcours fitness est devenu tellement plus facile gr ce cette bague elle suit tout parfaitement et application motive rester actif;5
fuyez achat de la premi bague circular arriv 6 mois en retard jusque l ok mais la bague tait fectueuse apr avec bataill pendant de mois il n ont pa accept de rembourser et ont envoy une seconde bague sans mon consentement alors que je n tait pa int res e aujourd hui en novembre 2024 je bataille depuis janvier 2024 pour faire rembourser le prix initiale de la bague je suis pr te renvoyer le bagues il ignorent vos mail disent qu il vous rembourseront la 14eme semaine de l ann e est en novembre incroyable puis il annulent vos demande de remboursement paypal ce jour 51 mail et aucun remboursement honteux non circular fuyez simplement car il arrive quelque chose vous n aurez pa de service client pour part c est une mise en demeure de part qu il vont tr prochainement recevoir si la situation ne se r gle pa;1
un ami recommand cette bague un ami recommand cette bague et je suis tellement content de avoir cout elle est l g l gante et rend le suivi de la sant tr simple avec application;5
routine de sant quotidienne est routine de sant quotidienne est tellement lior e avec cette bague elle est fiable la batterie dure longtemps et application est tr informative;5
je n ai pa r ali quel point je n ai pa r ali quel point j avais besoin de cette bague avant de commencer l utiliser elle est incroyablement l g et application donne toutes le information sur sant;5
lys au j tai sceptique mais cette bague convaincu elle est confortable suit tout ce dont j ai besoin et application fournit de statistiques claires;5
ne pa acheter 2d avis pour commenter la r ponse de circular mon 1ier avis circular fait cette r ponse depuis plusieurs mois sans jamais rembourser comment vont il rembourser partir de mon 1ier avis sachant qu il n aucune r f rence permettant de traiter mon dossier je r affirme mon conseil de ne pa acheter de produits cette entreprise sou peine de perdre votre argent;1
cette entreprise est malhonn te cette entreprise est malhonn te j ai u bague en ao apr 3 semaines de fonctionnement elle cess de fonctionner 3 mois de combat avec eux pour finalement obtenir un remboursement partiel sou pr texte que je n ai pa renvoy la bague dans le 15 jours elle march une semaine de trop attention arnaque dossier transmis la dgccrf j irai jusqu au bout pour r cup rer mon argent si doit en co ter mise jour du 22 11 je vous ai recontact comme demand dans votre r ponse ci dessous et voici ce que j ai u en retour bonjour ariel merci de nous avoir contact je suis reina du service client le de circular je comprends votre frustration et vous pr sente nouveau me excuse pour cette exp rience cevante je vous confirme que votre dossier cl tur car le remboursement partiel effectu si vous avez autres question ou pr occupation n h sitez pa nous en faire part nous restons votre disposition pour toute clarification suppl mentaire cordialement une vraie blague satisfaction est en r alit le dernier de leurs soucis je suis fatigu j ai mi le dossier entre le main de protection juridique incroyable qu une soci fran aise puisse se comporter impun ment de la sorte l arnaque continue de plus belle mise jour le 23 12 cette bande descrocs que j ai contact suite meut demande ont r pondu bonjour ariel merci de nous avoir contact je suis reina du service client le de circular je comprends votre frustration et je excuse sinc rement pour le rangement le message que vous avez u est g n r automatiquement apr un avis laiss sur trustpilot afin de nous assurer que toutes le pr occupation sont prises en compte et que nous avon explor toutes le option possible pour r soudre le probl je tiens vous informer que votre dossier bien cl tur par notre service financier merci de votre compr hension cest honteux ce escrocs n ont aucune thique;1
voleur je n ai qu un mot voleur retour exp rience client l anneau conna de nombreux dysfonctionnements majeurs par exemple la batterie est vide au bout de 3 4 heures le data sont erron e un gros cart est relev sur le traker pa pa de donn e sommeil et le donn e concernant le cardio n appara ssent presque jamais point positif le service client r pond aux nombreux mail mais n apporte aucune solution j ai renvoy l anneau fectueux inutilisable en septembre depuis plus rien c est purement du vol 400 euro la bague qui ne fonctionne pa du tout je conseille fortement cet achat comprend que c est une version beta mais il n vraiment aucune utilit;1
grosse ception pour une bague connect ee connect e circular j ai achet la bague connect e circular en pensant trouver un produit high tech moderne et pratique mais l installation la ception est au rendez vous le logiciel est visiblement pen pour un cran de pc sur smartphone tout est minuscule illisible et cliquer devient un parcours du combattant l interface semble tout droit sortie de ann e 90 avec de adresses mac et de noms interne compliqu tout sauf convivial en plus l application fait de erreurs r p tition rendant son utilisation encore plus frustrante comme si cela ne suffisait pa mon chargeur est tomb en panne apr seulement deux jours au lieu de simplement le remplacer le service client complique le choses pour une pi ce qui vaut peine 50 centime pour un produit de cette gamme c est vraiment inadmissible;1
une qualit diocre et un support inimaginable ce serum donc mon second message sur une exp rience totalement incroyable pour une startup qui se veut diff rente commande en ao premier dysfonctionnement apr 10 jours changement de la bague apr de multiple change r ception en septembre second dysfonctionnement 2 mois apr et le sketch recommence demande plusieurs choses de vid o de la bague sur son chargeur je ne vois pa l int r de test de chargement charge de plus de 24 heures et alors que le probl tait exactement le que la premi fois une personne charmante dialogue avec moi elle explique que tout se passera bien que le remplacement est en cours que je peux demander effectivement de changer la couleur de la bague et que je peux int grer la liste attente pour la bague de seconde g n ration je dis alors que tout va bien et que premi exp rience ao dernier est derri mois mais circular reste une soci incroyable car en 1 jour tout peut changer je ois un mail ce matin de la personne avec qui j avais chang e curieusement elle crit en anglais alors que le premier change taient en anglais elle annonce alors en fait je ne suis au courant de rien le remplacement n est pa lanc la bague restera de toute fa en noir et blablabla je reviens donc une semaine en arri en r sum fuyez cette soci une startup deux balles qui propose de produits de mauvaise qualit et un support tout simplement inexistant une jolie image de l innovation fran aise;1
je recommande j ai eu un peu de retard avec la livraison le de la r union dom mais le produit est de qualit j ai la version silver le donn e sont tr correct j utilise une smartwatch huawei et amazfit le donn e recueillir par la bague pour le suivi sant globale sont tr similaires me montres connect je l ai pa encore tester concernant le suivi sportif mais pour le reste elle est fiable la batterie tiens 2 jours en mode performance et je pense qu en mode eco sa tiens facilement 5 6 jours j avais lu que pour la synchronisation tait catastrophique la premi synchronisation tait longue 1 2 minute mais apr en g n rale c est de l ordre de 30 40 secondes petit qui fait choisir la bague le syst de vibration un travail tait fait sur la qualit du produit et surtout sur la partie logiciel application android juste un b mol concernant l application j ai mi la langue en fran ai mais l application pose de question en anglais;5
ne pa commander la suite 2 la suite de 2 avis pr c dent j ai finalement u une bague de remplacement juillet soit 3 semaines apr le dernier post celle ci fonctionn plus longtemps que la premi rappel moins de 15 jours mais pa plus de 6 semaines ensuite probl tanch qui rend la bague non fonctionnelle tenue de charge de quelques heures puis plus aucune j ai donc repris me discussion passionnantes avec le chat de circular et toujours cette capacit tourner en rond et que tout serum r solu rapidement c tait le 22 ao nous somme maintenant le 29 octobre et toujours rien entre temp propos de changer le mod le noir en rupture de stock taille 11 contre le mod le silver qui est disponible pour un remplacement imm diat j ai accept cette proposition pour entendre cette semaine que le mod le silver tait disponible au moment de la proposition mais qu elle ne l est plus dor navant et toujours aucune capacit et confirmer un quelconque lai c est la principale r gularit de circular la cha ne approvisionnement est une boite noire qu il ne semblent aucunement triser bref toujours aucune id e si je recevrais un jour une bague r ellement fonctionnelle ni sou quel lai pour autant voit sur leur site que de promesses de livraison sou 2 semaines quelle blague je confirme donc me avis pr c dent de passer son tour et conomiser le prix con quent un quipement qui n est pa aboutit qualitativement et auquel il n existe aucun service client digne de ce nom dit 29 10 12h quelle rapidit de r ponse de circular avec exactement le type de message qui n apporte aucune r ponse comme c est le ca lors de tout autre change voyons quel r sultat cela apporte en tout ca une vraie volont de contr ler l image projet e sur le communaut en reconnaissant de imperfection mais en n apportant aucun correctif suivre;1
aucun service apr vente aucun remboursement malgr de nombreuses promesses faites par circular travers de interlocuteurs chaque fois diff rent et ce apr un achat r ali en novembre 2023 selon moi il ne faut donner aucune confiance cette entreprise;1
le service client est lamentable le service client est lamentable je commande une bague en mar j je doi attendre 2 mois avant de la recevoir le paiement pr lev imm diatement par contre dysfonctionnement en juin et depuis toujours rien l envoi doit toujours tre r ali la semaine prochaine de vagues excuse sur la g ne rencontr e mais aucune action r elle je pense de plus en plus une arnaque et je vais rapprocher de la justice pour essayer de r cup rer mon argent;1
un support client affreux j ai command 2 bagues en mai j en tai tr content le premier mois mais l une entre elle cess de fonctionner au bout un mois arrive je contacte le support un peu lent de v rifications effectuer confirme l envoi une nouvelle bague en juillet pour ao toujours pa de nouvelle bague le support demande juste attendre;1
bague jamais livr e et jamais rembours e bague command e en juin 2022 oui oui 2022 jamais livr e demande de remboursement effectu e en cembre 2023 jamais rembours courrier avec ar envoy l adresse du si ge social courrier retourn personne cette adresse personne ne r pond plus ni par email ni sur le r seaux sociaux fuyez c est une arnaque je vais poser une plainte aupr du procureur de la r publique pour escroquerie fuyez vraiment;1
je fais partie de contributeurs de la premi heure ceux qui ont cru en votre vision qui ont investi non seulement de l argent mais de la confiance en retour nous avon eu droit quo voir plus;1
j aime le fait qu il n ait pa besoin abonnement la bague et l application fonctionnent parfaitement ensemble et j obtiens toutes le information dont j ai besoin sans frais suppl mentaires;5
bague qui fonctionner 2 ou 3jours service client contact dans la foul e garantie 92183 aucune r activit apres 8mois change il demandent de renvoyer la bague pour remboursement voir plus;1
une version slim qui fait clairement la diff rence fiable et discr te niveau software le phase de sommeil ne sont pa toujours bien tect e surtout pour l veil en attente une synch voir plus;4
aucune nouvelle j ai command une bague circular qui devait tre livr e en moins de 2 semaines et apr 3 semaines aucune nouvelle par contre le pr l vement bien effectu ce n est ni correct ni rieux;1
avis 4 partage exp rience avis 4 3 mois apr association client mecontent partagez votre experience et vos change de mail avec marco sur circular sav probleme gmx fr note 1 bravo circular pour votre passage sur 66 minute en expliquant votre volont de veloppement par contre pensez vous occupez dee vos client actuels pour commencer note 2 inutile de repondre que vous te navr de la situation que vous comprenez le contentement et queo mon dossier est prioritaire car ca fait 4 mois que vous ne tenez pa vos engagement historique 24 juin contact avec le service client pour remplacement dee bague 26 juin validation de la demande et du remplacement et demande de renvoi de la bague qui dysfonctionne 2 juillet demande dee confirmation de la bonne r ception de bague suite une notification de la poste 2 juillet confirmation du service client de la r ception et de la validation finitive du remplacement 8 juillet message de part pour demander quand serum envoy la nouvelle 9 juillet r ponse apr v rification votre bague serum pamis la prochaine vague de livraison du mi juillet 24 juillet toujours rien ni bague ni information mais le site indique envoi en moins de 15 jours 26 ao vous figurez j sur notre liste de priorit et ne va pa tre long 1 mois de plus et continue dans l exp rience utilisateur ceptif incapable de tenir un engagement;1
design et g ret duisants mais le design et g ret duisants mais le fonctionnalit doivent encore liorer l int gration avec google fit est un plus;5
tr satisfait suivi de l oxyg ne dans le sang tr satisfait suivi de l oxyg ne dans le sang essentiel pour g rer mon asthme mon bien tre est nettement lior gr ce cette fonctionnalit;5
bague confortable bague confortable mais application est parfois confus et lente charger le donn e;5
je porte facilement la bague je porte facilement la bague pour le style bravo le gar;5
