"CleanText","Rating"
"still relatively adjusting but so far everything has been as great as i expected the only thing is that the app doesn t take temp on demand only when sleeping other than that i love the purchase","4"
"awesome ring and service the ring works great and battery is lasting days i found the information recorded to be very similar to my samsung watch the sizing is the same as the one from the sizing kit delivery was pretty quick to australia great product and service","5"
"good design everything looks fine","5"
"product has a long battery life product has a long battery life seems pretty accurate looks amazing and comfortable to wear daily","5"
"one ring rule all them all great ring with style and light to wear track all my health information","5"
"it is pretty accurate compared to my it is pretty accurate compared to my apple watch i wish it integrated with apps i e peloton or any fitness app thinner than most rings on the market limited workout options love the sleep analysis","4"
"good product good product delivery took long and was a bit stressed about the local delivery company","4"
"i love this ring i love this ring but more than that i love the customer service help that is given they have gone above and beyond to help me","5"
"good health status update good health status update","5"
"i like that it really helps track my i like that it really helps track my sleep that the main reason why i use it","5"
"does exactly what i wanted does exactly what i wanted monitors my sleep and my steps size could be a half size smaller but the lower size would have been too tight in the summer heat swelling of fingers","5"
"my ring came quick my ring came quick i love the sleep information and tracking my exercise i ve already recommended it to friends and coworkers","5"
"great tracker many things to like about this ring comfortable excellent battery life free app with great info overall performs it consistently well i like the workout tracking for walking running and how it shows distance and path would like to see more workout options e g yoga strength training just to keep record of those workouts as well","5"
"easy and comfortable to wear battery easy and comfortable to wear battery life is great","5"
"easy to use and understand easy to use and understand love this product","5"
"love the ring for the most part love the ring for the most part the exercise category could use some improvement there s not many exercises to choose from run walk cycle and it does not transfer data from apple health it looks as if i haven t exercised when i weight lift because i don t wear the ring but i would have that data if it successfully gathered information from apple health","4"
"love their products love their products customer service was great","5"
"good ring overall it s a great ring but would have like for it to have little reminders of when i m fertile that would help the ladies when trying to conceive","4"
"slow starting but well i faced issues with the courier it took long time to arrive then the size is slightly greater then the kit size rings if i had know i would order one size less that said it is a good product i like it more and it is a great travel companion","4"
"needs to have a swimming tracking needs to have a swimming tracking","3"
"feedback i have had my ringconn for almost a month june exact date with no problems until today the ringconn will not stay connected to bluetooth and i have reset it and it s still doing it also when not in use it stated my heart rate was between to how when it was sitting on the table is there something wrong with my ring debating on sending it back for a refund","3"
"the company is responsive when i email them or submit feedback via the app usually responding within business days there are frequent updates as they roll out new features and or fix bugs the rinsee more","5"
"the ringconn has helped me better assess my sleep more than any other device has i highly suggest this ring since there s no monthly fee the app shows some fun stuff coming on the horizon for the asee more","5"
"love the idea of the ring somethings to note it gets scratched very easily and i m not expecting it to look great a year from now also there are no postpartum or pregnancy setting for the fertilitysee more","4"
"still relatively adjusting but so far everything has been as great as i expected the only thing is that the app doesn t take temp on demand only when sleeping other than that i love the purchase","4"
"awesome product comfortable great fit long battery life tells me a ton of data about my fitness vitals sleep quality fast shipping and reasonable price too","5"
"review great delivery","5"
"almost perfect the ringconn gen air is almost perfect the bad thing is the step counter that is way off the reality","4"
"easy to use and been reliable the first easy to use and been reliable the first month","5"
"i love this ring battery life is long i love this ring battery life is long step accuracy is not the greatest but still good i love the sleep analysis very thorough overall i give this ring a start","5"
"the ring doesn t accurately track the ring doesn t accurately track it is a waste of money just go and get an apple watch for the money and accuracy","1"
"outstanding product outstanding product yes would buy again","5"
"inaccurate after using the ringconn gen for one week i find it to be inaccurate in many aspects particularly step count as compared to both my apple watch and iphone i also found that the o saturation levels were inaccurate as compared to my pulse oximeter it did not detect nap times either although it is an attractive ring i m questioning its accuracy in other areas as well","2"
"excellent date of experience april","5"
"love it having used smart rings for many years this is so far my favourite ring looks nice app has clear ui no bs monthly fee or subscription required to access ur data","5"
"it s early but overall very satisfied over all i am very satisfied with the ring it doesn t have more bells whistles than necessary i wish the app was a bit more customizable i talked to customer service a couple of times for clarification first time the representative made me feel very confident that the answers they gave were correct second time a little different experience but not enough to keep me from ordering my questions were if the actual ring was the same size as the sizing kit or slightly smaller or bigger told slightly smaller when i got the ring it was actually slightly bigger very slightly i went with the size that the sizer was slightly difficult to get over my knuckle would have preferred a size but informed not available doesn t hurt to ask actual ring slides a bit too easy a size smaller would have been perfect look forward using this for a lot longer than i used my fitbit charge","4"
"great ring overall just needs some improvements in monitoring workouts this has been a great smart ring the price is right and i love that the app and plethora of data are both free the first ring i received was not tracking vitals properly but ringconn was responsive and sent a replacement ring it did take a couple of weeks this ring has been consistently tracking data and i love how many graphs are provided for interpretation it seems to do a good job with step tracking at least for trends but it struggles to accurately monitor my heart rate during rowing workouts i have automatic workout mode detection on and even set it to an indoor cycling workout but my heart rate is rarely registers above bpm it does much better during running workouts women s health cycle tracking was one of my main reasons for purchasing it s very simple but temperature shifts was all i needed so this does the job just fine overall i would definitely recommend the ring","4"
"my new ring works great my new ring works great its just like it was advertised to be i m very happy","5"
"love the ring love the ring this is my nd one and would buy it again only thing that i would change is i wish i could disable the period tracker but that s it all the other information is great and i use it to stay on top of my health as much as possible","5"
"room for accuracy improvement i think the sleep tracking is accurate along with stress the heart rate is terrible i did an intense hiit cycle workout for minutes where i know it is burning at least calories and my ring said it burned and the my bpm is like so that s frustrating that the calorie burn is not accurate and i can t return it even if i wanted to","3"
"ring does not count properly steps ring does not count properly steps it has huge difference to benchmark devices like watch etc by approximately more steps i compared for already weeks and nothing improves","2"
"love it i love my ring easy to wear and comfortable the data is quite accurate beside the period tracker hence why a four star the period tracker is a bit off for me and there s no way to see all the symptoms you ve put and go back quickly to see them maybe it is different for others otherwise i absolutely love it i would loooveeee to have new things on it like caffeine window hopefully soon","4"
"very responsive and super helpful very responsive and super helpful having to monitor for several weeks before any action could be completed though was a little difficult","4"
"blows the competition out of the water blows the competition out of the water the battery life is amazing only have to charge one every days and it takes about an hour the fit is great it s not too thick of a ring and feels and looks great on your finger my one and only flaw is that it scratches very easily but i wear this sucker to do everything so that may be on me","5"
"the ring itself is wonderful the ring itself is wonderful good metrics good quality weight and size the app is fine too but i think the ai partner could be more helpful and personal","5"
"the company is responsive when i email them or submit feedback via the app usually responding within business days there are frequent updates as they roll out new features and or fix bugs the rinsee more","5"
"the ringconn has helped me better assess my sleep more than any other device has i highly suggest this ring since there s no monthly fee the app shows some fun stuff coming on the horizon for the asee more","5"
"love the idea of the ring somethings to note it gets scratched very easily and i m not expecting it to look great a year from now also there are no postpartum or pregnancy setting for the fertilitysee more","4"
"still relatively adjusting but so far everything has been as great as i expected the only thing is that the app doesn t take temp on demand only when sleeping other than that i love the purchase","4"
"please include workouts from apps like please include workouts from apps like ergdata ring works fine","5"
"my wife loves her ringconn my wife loves her ringconn the app works great with quick and accurate information no monthly fees and the sleek design makes the ring easy to wear all the time i purchased this for her for mothers day and it was a hit would recommend","5"
"great customer service great customer service a little slow getting back to me but overall great and solved my issues","5"
"i love the ring and the company was i love the ring and the company was easy to work with","5"
"it fits great on my finger it fits great on my finger it has helped me walk more and be more active","5"
"great product great product decent response time from customer service","4"
"fen upgrade great service in exchanging my gen ring against a gen upgrade","5"
"great product great shopping experience received my ring quickly i just adore it i love everything about it from tracking my steps to my vitals and sleep it is very comfortable i don t even realize it is on so glad that i bought it it definitely helps me stay motivated and more in tune with my body","5"
"easy to use easy to use setup and delivers everything it promised","5"
"love this ring and battery life date of experience april","5"
"very good second experience very good like the previous experience when i bought the gen","5"
"quick support ordered the gen air first but while waiting for the sizing kit to arrive i decided to go with the gen contacted support was able to quickly get a response got the air cancelled and the gen ordered","5"
"the ringconn rings are working the ringconn rings are working wonderfully long battery life and pretty accurate readings compared to our pixel watches we both have sleep apnea and the incite into our sleep history is very helpful now only if the rings could link to our adjustable beds to raise or lower would be even more helpful in getting a good night s rest","5"
"looooooove my ring looooooove my ring i switched from an apple watch and it was the best decision ever my watch was dying all the time and i truly was over getting notifications on my wrist all day but enjoyed the health tracking aspects so kept wearing it but the ring is sooooo much better i love tracking my sleep and my cycle i get excited to wake up and check my sleep score every day the battery life is amazing i ve had the ring about months now and i ve charged it times for about minutes each and that is all i also get compliments all the time on how thin the ring is and how my friends with the other big brand wish they had done more research and got this one recommend","5"
"i love the diagnostic aspect of the i love the diagnostic aspect of the ring and everything it tells me about my health","5"
"i got a ringconn for my birthday last i got a ringconn for my birthday last august the reason i chose it is because this ring is one of the few that doesn t charge you a monthly subscription charge i think the app is robust and it tracks a bunch of good information and feedback my wife liked it so much she asked for one for her birthday so that is what i got her we now compare stats at breakfast","5"
"i received the ring i received the ring it will not pair with phone app there is no way to get in touch with a technician my ring just sits in the box i can t even find out how to mail it back","1"
"long lasting and useful analysis date of experience april","5"
"wonderful customer service wonderful customer service had little issues with sizing but the supporting team was super helpful and got offered a new ring within just a few days","5"
"ringconn air gen good product build quality could be better stainless steel scratches easily","4"
"the company is responsive when i email them or submit feedback via the app usually responding within business days there are frequent updates as they roll out new features and or fix bugs the rinsee more","5"
"the ringconn has helped me better assess my sleep more than any other device has i highly suggest this ring since there s no monthly fee the app shows some fun stuff coming on the horizon for the asee more","5"
"love the idea of the ring somethings to note it gets scratched very easily and i m not expecting it to look great a year from now also there are no postpartum or pregnancy setting for the fertilitysee more","4"
"still relatively adjusting but so far everything has been as great as i expected the only thing is that the app doesn t take temp on demand only when sleeping other than that i love the purchase","4"
"great smart ring exactly what i was looking for used to have apple watch but my wrist keeps hurting so far this thing does its job besides that it s freaking durable and no subscription needed to top it off","5"
"good fit and battery lasts as long as it is supposed to i love mine love that you don t have to pay for a subscription for the app and it is so accurate fits great","5"
"reasonably good service representative reviewed the data and processed my rebate only complaint is that receipt of return was not provided automatically","4"
"urgently needed improvements good points useful data long battery life easy to handle ring what s missing berblick der f nf vitalzeichen german i don t see a possibility to visualize historic data diagrams for day week month year of the five vital values vitalzeichen what s to much the textual explanations are boring permanently repeating the same text modules i do not need them but i can t disable them please change it i can t disable messages from rincon that i m too long in bed and not moving but i m just reading and working accuracy the heart rate measurement bpm it s not reacting fast enough while in training mode it should permanently measure my heart so that i can know when i should slow down my apple watch reacts much faster when my heart rate increases or decreases again due to greater exertion during training i wouldn t bother if the battery life would be much shorter through training sessions","3"
"sleep monitoring i bought the ring mainly for sleep monitoring it does not appear to be very accurate rem and deep sleep are probably close but awake is classified as light sleep often","3"
"i like the ring but it could use more i like the ring but it could use more exercise options","3"
"the ring itself is excellent the ring itself is excellent light weight long battery life and more importantly provides key health metrics although the android app is very good the exercise types it s able to track should be improved and should include integration with health connect","4"
"love the weight love the weight design and the length of the charge but very disappointed that the only activity choices are walking indoor outdoor running and indoor outdoor biking also disappointed you can t add them after the fact so you have to have your phone to start and stop activity","3"
"i ordered the wrong size ring guards i ordered the wrong size ring guards not knowing your sizing ran small you want me to pay a fee to exchange them","2"
"very happy order the ring was very simple and straight forward the sizing kits are true to their size as well ring itself works very well with fantastic battery life and made with premium durable materials","5"
"battery life is the best part by far date of experience april","5"
"customer service was very responsive customer service was very responsive and so easy to work with thank you","5"
"the ring dosent track sleep as the ring dosent track sleep as accurately as i would like due to it being the main reason for the purchase th colour was disappointing as it was browner in person compared to described and this week after having the ring for less then a week the charger broke","2"
"im actually really positively surprised im actually really surprised only positive feedback shipping was extremely fast for sizing kit and ring likewise the new app is well designed and has good overview and indepth data as well has spotted a few stressful days and also a light cold i caught all in all i love it","5"
"great product easy to order sent sizers quickly once determined the size just select size ring it was shipped quickly easy set up and have enjoyed wearing ring and looking at the data product does what it says it will do","5"
"ring size corrected upon notification worked with ring to resolve an issue i had with sizing and they were quick to handle and secure the right size i just wish the ring sizer kit had been precise i purchased it to make sure abba doing that the plastic ring size kit would wasn t reliable for me it could be that my fingers were swollen the day i tried though nonetheless ring made it right and i am grateful for that","5"
"exceptional product and customer service a truly outstanding experience i ve been a dedicated supporter of ringconn since december initially backing them through their indiegogo campaign from the very beginning their communication has been nothing short of excellent clear consistent and timely over time i ve watched the ringconn android app evolve through multiple updates each bringing meaningful improvements the biometric insights provided by the ring have been both valuable and informative helping me better understand and monitor my health when ringconn released version of their smart ring in september i didn t hesitate to place an order the purchasing experience was seamless and once again their communication throughout the process was top tier in april i reached out to their customer support team with a question i was blown away not only does ringconn offer what i believe to be the best smart ring on the market especially considering its competitive price lack of a subscription fee and robust health tracking features but their customer support is truly outstanding their responses were prompt clear and reliable most impressively when they say they ll follow up they actually do my experience with both the product and the support team has far exceeded my expectations i wholeheartedly recommend ringconn to anyone looking for a high quality smart ring backed by exceptional service","5"
"have had version of another common have had version of another common ring this one is so much better more features and app is much more useful","5"
"ring did not work you can only ring did not work you can only communicate with them via email to china they didn t credit my cc after the item was returned overall a bad experience do not buy","1"
"thank you thank you for quickly resolving my issue","5"
"the company is responsive when i email them or submit feedback via the app usually responding within business days there are frequent updates as they roll out new features and or fix bugs the rinsee more","5"
"the ringconn has helped me better assess my sleep more than any other device has i highly suggest this ring since there s no monthly fee the app shows some fun stuff coming on the horizon for the asee more","5"
"love the idea of the ring somethings to note it gets scratched very easily and i m not expecting it to look great a year from now also there are no postpartum or pregnancy setting for the fertilitysee more","4"
"still relatively adjusting but so far everything has been as great as i expected the only thing is that the app doesn t take temp on demand only when sleeping other than that i love the purchase","4"
"the dune gold is a much more coppery the dune gold is a much more coppery gold than i had anticipated which isn t a huge deal i love the app integration and the overall ui which makes it easy to navigate and see the views most important to me it s been a good month or so wearing so far and haven t had any issues with wearing it","5"
"i like this ring a lot i like this ring a lot especially that no subscription is required it s much more accurate than my samsung smart watch with regard to blood o and more comfortable to wear at night i see areas for improvement it would be nice if it talked to the watch watch software also it needs to come in sizes i ve had to add a small piece of mounting tape to the underside of the top to keep it from constantly rolling around my finger however the next size smaller was nearly impossible to get off my finger if my hand was warm so i sized up","4"
"great device and it tracks what i need great device and it tracks what i need","5"
"great communication with the company great communication with the company as my st gen ring develop problems the new ring has amazing battery life the new ring is smaller in width","5"
"best experience with the company and best experience with the company and the product fast and free delivery to eu and free sizing kit only one disadvantage that you can not track workouts like pilates joga etc only running cycling or walking","5"
"awful awful if i could give a no star i would i returned my rings and never receive a refund they have been siting at the address i sent to for a month and of course after i sent them back no response to any of of emails","1"
"love my ringconn the whole process was easy my sizing kit arrived after days and my ring arrived after only days i love tracking my sleep","5"
"the customer service was great my only the customer service was great my only issue was the ring sizes are too small and there is no larger options available","2"
"great fitness ring good fitness ring i previously used an apple watch and this is more accurate with both the hr and co readings the ring battery is great it lasts days between charges","5"
"incredible ring fast shipping incredible product and the app is amazing too i can barely feel version on my finger compared to version","5"
"incredibly slow to replace a defective incredibly slow to replace a defective ring very disappointing","1"
"the product design and assembly are the product design and assembly are beautiful and pleasing but the walking tracking function seems to be more than it actually is","5"
"a sleek ring with great features i ve been using the ringconn gen smart ring for several weeks now and i am very happy with it i never expected the ring to be perfect and there is nothing like a visit to your healthcare provider however with my experience using the ringconn i am very satisfied with the close to accurate information i get the information it provides me keeps me on track with my wellness goals i especially like the sleep feature which allows me to see my sleeping patterns and how to improve them the ring provides various features and although i might not utilize them all i am glad they are available i did research on the different health rings available in the market and felt that this particular model of ring would best suit my needs the ringconn gen smart ring is a compelling choice for those seeking a high quality health monitoring device without the burden of subscription fees its exceptional battery life comfortable design and health tracking features make it a worthwhile purchase while i have experienced some limitations in fitness tracking the overall value it offers has far exceeded my expectations","4"
"nice to have a monitor for sleeping nice to have a monitor for sleeping counts the hrs even though i get up often checks oxy level every min too","5"
"my ring is too small and you dont make my ring is too small and you dont make a bigger ring for me let me know when i can send this one in and you send me a bigger one when you make one","1"
"this ring is awesome this ring does everything i wanted it to and more the amount of information is amazing","5"
"love this ring love this ring keeps track of so much my only complaint is the charger it does not fit in a usb port need to do better","5"
"so far has being a good product so far has being a good product good quality and measurement of data","5"
"fast and excellent service date of experience april","5"
"very satisfied comfortable good data excellent battery life sleep accuracy can be impacted if the ring rotates on my finer and the sensors aren t positioned at the bottom with that issue in mind it would be helpful if there were a stamp or mark of some sort so that i could easily tell if the ring is properly positioned","4"
"the company is responsive when i email them or submit feedback via the app usually responding within business days there are frequent updates as they roll out new features and or fix bugs the rinsee more","5"
"the ringconn has helped me better assess my sleep more than any other device has i highly suggest this ring since there s no monthly fee the app shows some fun stuff coming on the horizon for the asee more","5"
"love the idea of the ring somethings to note it gets scratched very easily and i m not expecting it to look great a year from now also there are no postpartum or pregnancy setting for the fertilitysee more","4"
"still relatively adjusting but so far everything has been as great as i expected the only thing is that the app doesn t take temp on demand only when sleeping other than that i love the purchase","4"
"still waiting for a charging dock that still waiting for a charging dock that works i may have to return the entire package and buy from someone else","1"
"the ring is awesome but i ordered black the ring is awesome but i ordered black charging dock and got white one","3"
"great ring great ring the clear protector does not look great","5"
"lost my ring and can t even get a lost my ring and can t even get a replacement","1"
"absolutely great that s the best health tracker i have got till date highly recommended for someone who is looking to get a smart health ring","5"
"i enjoyed the activity and sleep i enjoyed the activity and sleep readings the sorry information was very interesting i also liked the look of the ring my time was cut short with the ring though i lost it after owning it for days it didn t slip off it was my fault even though i didn t have it long i miss checking the app for the different readings","5"
"very fast delivery and the size kit was very fast delivery and the size kit was extremely helpful the ring has a super long batterie life and the app is perfect","5"
"great product with outstanding battery great product with outstanding battery life and a reasonable price","5"
"love this ring love this ring provides valuable insights into sleep and why i m tired","5"
"great device for tracking your health date of experience april","5"
"overall pretty accurate the ring seems to be pretty accurate and a lot of data is collected and shared through the app it would be more convenient if it picked up automatically on the start of exercising but starting it manually through the app isn t so bad as long as you remember to i wish it would upload my info directly to myfitnesspal overall i think it tracks sleep pretty accurately and i did get a health alert when a migraine woke me up at night so it knew something wasn t normal overall a good ring to buy","5"
"no complaints i ve had nothing but good experiences with ringconn their customer service has been excellent when i needed it and the ring seems to work well i have zero complaints","5"
"best value for a great ring great design lightweight and comfortable keeps track of everything very well more vitals than my previous ring and the price is way better than the oura","5"
"very inaccurate data compared to watch very inaccurate data compared to my garmin monitor watch you smooth data for heart rate and spo which is particularly useless sleep data is also mostly wrong and hard to understand ring looks good and holds charge otherwise pretty much a bad purchase","2"
"decent amount of provided data but uncomfortable the ring is helpful with the information it provides but it s very uncomfortable to wear especially if i happen to be bloated that day or after a long day of typing and my fingers swell i picked a size sizes bigger than my wedding ring and it still leaves little indentions in my skin i would not purchase again","3"
"it s okay i feel the ring isn t accurate with the reading it gives i wish i had read everything before buying it i would have returned it but the return policy is very limited otherwise the looks nice and charges quickly","3"
"worth the very long wait from ordering to receiving took over six weeks initially the ring sizer kit arrives then when size is confirmed your actual ring arrives ring is great charges very quickly light and attractive design and the data it collects is accurate and really useful to improve health the sleep monitoring is fascinating and explains why i feel like i do when i wake up thoroughly recommended","5"
"love this ring love this ring process was super easy to get the right size you place your order they send you a ring sizing kit if you need one you wear the sizer ring for at least a day to make sure it s comfortable then go back to your orders and mark which size you d like and they ship it to you the first days i did their sleep apnea tracking and it worked wonderfully very cool to see all of the insights as someone with sleep apnea i wear it daily to track my heart rate as i have a condition called pots this seems to be the only ring that constantly tracks your heart rate even when not exercising battery life is amazing all in all it s a great product","5"
"my battery on my ringconn is awful my battery on my ringconn is awful in the last month it has been a slow deterioration of battery life longevity i charge it and by the next morning more then of my battery is gone it is not lasting days","2"
"their latest model is a shockingly bad their latest model is a shockingly bad cash grab careful","1"
"the company is responsive when i email them or submit feedback via the app usually responding within business days there are frequent updates as they roll out new features and or fix bugs the rinsee more","5"
"the ringconn has helped me better assess my sleep more than any other device has i highly suggest this ring since there s no monthly fee the app shows some fun stuff coming on the horizon for the asee more","5"
"love the idea of the ring somethings to note it gets scratched very easily and i m not expecting it to look great a year from now also there are no postpartum or pregnancy setting for the fertilitysee more","4"
"still relatively adjusting but so far everything has been as great as i expected the only thing is that the app doesn t take temp on demand only when sleeping other than that i love the purchase","4"
"after a lot of review and research i after a lot of review and research i decided to go with ringconn over its competitors and i m glad i did i bought it mainly for sleep tracking and management and it has helped me to have a better and more consistent night s sleep which has led to more energy and productivity in my days i have since recommended to several people ringconn and they are happy with their purchase as well","5"
"i love the ring i love the ring it fits well i hardly know i am wearing it the app is fantastic it provides me with all the data i need to understand my sleep and health would highly recommend","5"
"lack of information i was offered the chance to buy an older version with a discounted price but they forgot to mention that they are not making that version anymore so the size i needed was never going to be in stock again i waited for around a month for it to be in stock when i had to reach out to them and they offered a refund","1"
"more exercise options would be more exercise options would be beneficial my ring doesn t detect my workouts strength training and indoor walking at the very least","4"
"not accurate i went with this primarily for step tracking and sleep information i ve found when i wake up it already has steps i don t sleepwalk or get up to go to the bathroom and i question whether the step count is accurate during the day as well it always seems very high and the sleep must be based on being horizontal i was recently traveling and got some great long sleep on some plane rides but the ring totally missed it and then it counted a massage as my being completely asleep i may have dozed off for a minute or two lol but definitely did not sleep through the whole thing i took it off after that and haven t been inclined to wear it again a bummer though it s expensive and i am interested in tracking this information","1"
"it reeks with tech it reeks with tech just the way i like it","4"
"good but hopeful for an update i like my ringconn it is super insightful and helps me understand my body more i do wish that it could connect to other apps such as my workout apps the ringconn only has a few options to log workouts all of which are cardio based which is unfortunate for weight training curiosity","4"
"gen air accuracy spot on date of experience april","5"
"great value and performance very comfortable to wear and made of high quality material great performance data and analytics battery lasted over days on recent trip app easy to use and cost free very important in my opinion also priced very competitively","5"
"trade program could be much easier i like the product your trade program could be handled so much better if when you have a trade customer include a return label in the mailer the ringconn new box for someone to just throw their old ring in and send back no searching for where to return to no extra three steps that don t need to exist good luck with the lawsuit with oura","4"
"fast response fast response quality goods","5"
"very nice good product there s a bit of room for improvement but overall good shopping experience very good no taxes when the product arrived","5"
"great price great product id great price great product id recommend ordered being of march didn t get till end of april so shipping does take a long time","4"
"not accurate heartrate is not accurate always lower than my watch steps always higher","3"
"data is awesome data is reliable and more accurate than my fitbit and i can wear it in the water no problem","5"
"i don t like the ring i don t like the ring and they only have a day window to return it i would think days would be more appropriate","1"
"not useful your ring doesn t have the ability to directly transmit the datas to my doctors and i have to manually download and create a report for my physicians it is very cumbersome as far as i am concern i am not a physician and for me to analyze the datas it is not useful asi i returned the ring three or four weeks ago and to date i have no received my refund in this country it is unlawful to withheld my money to your advantage","2"
"loving the long battery life loving the long battery life days on average is amazing sleep data hrv have been super helpful allowing me to make minor changes to see improvements","5"
"the battery life of the gen ringconn the battery life of the gen ringconn is phenomenal i can easily go for a week between charges and it even works with the gen charging case so i always have a backup travel charger the metrics are very accurate and i love the silver finish i m very happy with my purchase","5"
"everything in one place i appreciate seeing the full picture of my body health i tend to be sedentary there have been a few miscalculations of light sleep when i m actually awake but not moving i m glad to be able to edit my sleep wake times i also like being able to explain stress elevated heart rates","4"
"the company is responsive when i email them or submit feedback via the app usually responding within business days there are frequent updates as they roll out new features and or fix bugs the rinsee more","5"
"the ringconn has helped me better assess my sleep more than any other device has i highly suggest this ring since there s no monthly fee the app shows some fun stuff coming on the horizon for the asee more","5"
"love the idea of the ring somethings to note it gets scratched very easily and i m not expecting it to look great a year from now also there are no postpartum or pregnancy setting for the fertilitysee more","4"
"still relatively adjusting but so far everything has been as great as i expected the only thing is that the app doesn t take temp on demand only when sleeping other than that i love the purchase","4"
"quick response and great product quick response and great product straight forward instructions app updates frequently to be better and better","5"
"does not keep good sleep measurement does not keep good sleep measurement i know i have not sleep for hrs straight since i was a baby","3"
"very helpful stats and fun to wear i like the ring it is comfortable so i wear it pretty much all the time i like the information it provides for me it has reduced my anxiety about my sleep and confirms that i am doing good in other areas it also was great in helping me understand my sleep apnea it s mild but nice to be able to monitor it periodically","5"
