"Title","Content","Rating","Date","Author","CleanText","text_length","word_count","exclamation_count","question_count","capital_ratio","polarity","subjectivity"
"Best Smart ring I have tried","The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The ring battery lasts me about 9 days (with daily exercise mode) and I wear it constantly. I also walk about an hour a day and the battery holds up well in exercise mode. I did an interview when they were rolling out the women's health, and they sent me a thank you gift that was beautiful and well packaged. I like the data and how it is presented in graphs.","5","2025-06-16T16:25:05.000Z","","the company is responsive when i email them or submit feedback via the app usually responding within business days there are frequent updates as they roll out new features andor fix bugs the ring battery lasts me about days with daily exercise mode and i wear it constantly i also walk about an hour a day and the battery holds up well in exercise mode i did an interview when they were rolling out the womens health and they sent me a thank you gift that was beautiful and well packaged i like the data and how it is presented in graphs","537","102","0","0","0.014466546112115732","0.13939393939393938","0.38964646464646463"
"Great Ring","Great Ring. Does a great job tracking sleep. Very comfortable. So much better to sleep in than a watch.","5","2025-06-16T16:16:41.000Z","","great ring does a great job tracking sleep very comfortable so much better to sleep in than a watch","99","19","0","0","0.04854368932038835","0.655","0.75"
"The RingConn has helped me better…","The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the already existing ring!","5","2025-06-16T14:49:54.000Z","","the ringconn has helped me better assess my sleep more than any other device has i highly suggest this ring since theres no monthly fee the app shows some fun stuff coming on the horizon for the already existing ring","216","40","2","0","0.01809954751131222","0.27575","0.42300000000000004"
"Good stats tracker","This is a much better vital stats tracker then Fitbit .","5","2025-06-16T12:09:39.000Z","","this is a much better vital stats tracker then fitbit","53","10","0","0","0.03636363636363636","0.3","0.45"
"Good product","Company was quick to respond to my questions.
It took a little bit to get my ring; however was well worth the wait. Fantastic battery life and great information.
My husband wants to switch from his Oura and get one of these.
Ring fits true to size using their ring guide.","5","2025-06-16T11:52:02.000Z","","company was quick to respond to my questions it took a little bit to get my ring however was well worth the wait fantastic battery life and great information my husband wants to switch from his oura and get one of these ring fits true to size using their ring guide","265","51","0","0","0.02214022140221402","0.3136904761904762","0.5"
"Still relatively adjusting but so far…","Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.","4","2025-06-16T11:11:52.000Z","","still relatively adjusting but so far everything has been as great as i expected the only thing is that the app doesnt take temp on demand only when sleeping other than that i love the purchase","193","36","0","0","0.01507537688442211","0.146875","0.640625"
"The best fitness tracker I’ve used!","Date of experience: May 19, 2025","5","2025-06-16T09:21:15.000Z","","date of experience may","22","4","0","0","0.0625","0.0","0.0"
"Ring is nice, app syncing with others could be better","Product seems to be well thought out. Slim and comfortable to wear. Wear it working out and to sleep and does not distract me at all. Would have given it a solid 5 stars if the data could be synced with other apps easier. Data is more useful when combined with other sources.","4","2025-06-14T19:44:30.000Z","","product seems to be well thought out slim and comfortable to wear wear it working out and to sleep and does not distract me at all would have given it a solid stars if the data could be synced with other apps easier data is more useful when combined with other sources","268","52","0","0","0.01818181818181818","0.15833333333333333","0.35833333333333334"
"Good experience","good product. shipping took a while but happy with the Ring","5","2025-06-14T02:48:54.000Z","","good product shipping took a while but happy with the ring","58","11","0","0","0.01694915254237288","0.75","0.8"
"Deceptive and Sketchy Company!","The gold ring featured on the website was not the color I received. It was a completely different ring! The women I spoke to on the phone even confirmed there was a difference in color and said it is a common complaint. That is deceptive marketing and extremely sketchy! I also have yet to receive my refund for the ring. Followed all the difficult return instructions and still no refund.","1","2025-06-13T17:17:40.000Z","","the gold ring featured on the website was not the color i received it was a completely different ring the women i spoke to on the phone even confirmed there was a difference in color and said it is a common complaint that is deceptive marketing and extremely sketchy i also have yet to receive my refund for the ring followed all the difficult return instructions and still no refund","383","70","2","0","0.02056555269922879","-0.14270833333333333","0.7166666666666668"
"The ring is doing everything I wanted…","The ring is doing everything I wanted it to do and more","5","2025-06-12T13:50:08.000Z","","the ring is doing everything i wanted it to do and more","55","12","0","0","0.03636363636363636","0.5","0.5"
"","The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more","5","2025-06-16T16:25:05.000Z","","the company is responsive when i email them or submit feedback via the app usually responding within business days there are frequent updates as they roll out new features andor fix bugs the rinsee more","202","35","0","0","0.02403846153846154","0.12159090909090908","0.37613636363636366"
"","The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more","5","2025-06-16T14:49:54.000Z","","the ringconn has helped me better assess my sleep more than any other device has i highly suggest this ring since theres no monthly fee the app shows some fun stuff coming on the horizon for the asee more","204","39","1","0","0.02403846153846154","0.300625","0.43583333333333335"
"","Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more","4","2025-06-18T23:43:57.000Z","","love the idea of the ring somethings to note it gets scratched very easily and im not expecting it to look great a year from now also there are no postpartum or pregnancy setting for the fertilitysee more","204","38","0","0","0.028846153846153848","0.5908333333333333","0.7125"
"","Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.","4","2025-06-16T11:11:52.000Z","","still relatively adjusting but so far everything has been as great as i expected the only thing is that the app doesnt take temp on demand only when sleeping other than that i love the purchase","193","36","0","0","0.01507537688442211","0.146875","0.640625"
"Awesome ring and service","The ring works great and battery is lasting 9 days. I found the information recorded to be very similar to my Samsung Watch. The sizing is the same as the one from the sizing kit. Delivery was pretty quick to Australia. Great product and service!","5","2025-06-12T10:36:27.000Z","","the ring works great and battery is lasting days i found the information recorded to be very similar to my samsung watch the sizing is the same as the one from the sizing kit delivery was pretty quick to australia great product and service","239","44","1","0","0.032520325203252036","0.3404761904761905","0.5207142857142857"
"Good Design","Everything looks fine.","5","2025-06-12T09:17:44.000Z","","everything looks fine","21","3","0","0","0.045454545454545456","0.4166666666666667","0.5"
"Product has a long battery life","Product has a long battery life, seems pretty accurate, looks amazing and comfortable to wear daily.","5","2025-06-11T15:06:52.000Z","","product has a long battery life seems pretty accurate looks amazing and comfortable to wear daily","97","16","0","0","0.01","0.26666666666666666","0.6222222222222222"
"One ring rule all them all","Great Ring with style and light to wear. Track all my health information.","5","2025-06-11T09:13:07.000Z","","great ring with style and light to wear track all my health information","71","13","0","0","0.0410958904109589","0.6000000000000001","0.725"
"It is pretty accurate compared to my…","It is pretty accurate compared to my Apple Watch. I wish it integrated with apps I.e peloton or any fitness app. Thinner than most rings on the market. Limited workout options. Love the sleep analysis","4","2025-06-10T03:48:11.000Z","","it is pretty accurate compared to my apple watch i wish it integrated with apps ie peloton or any fitness app thinner than most rings on the market limited workout options love the sleep analysis","195","35","0","0","0.04","0.3157142857142857","0.5752380952380952"
"good product","good product. delivery took long and was a bit stressed about the local delivery company","4","2025-06-09T21:53:11.000Z","","good product delivery took long and was a bit stressed about the local delivery company","87","15","0","0","0.0","0.21666666666666665","0.3333333333333333"
"I love this ring","I love this ring but more than that I love the customer service help that is given. They have gone above and beyond to help me.","5","2025-06-09T19:48:16.000Z","","i love this ring but more than that i love the customer service help that is given they have gone above and beyond to help me","125","26","0","0","0.023622047244094488","0.375","0.45000000000000007"
"Good health status update","Good health status update","5","2025-06-09T17:58:34.000Z","","good health status update","25","4","0","0","0.04","0.7","0.6000000000000001"
"I like that it really helps track my…","I like that it really helps track my sleep,that the main reason why i use it :)","5","2025-06-09T16:16:44.000Z","","i like that it really helps track my sleepthat the main reason why i use it","75","16","0","0","0.012658227848101266","0.2888888888888889","0.5111111111111111"
"Does exactly what I wanted","Does exactly what I wanted. Monitors my sleep and my steps.
Size could be a half size smaller but the lower size would have been too tight in the summer heat - swelling of fingers.","5","2025-06-09T15:11:24.000Z","","does exactly what i wanted monitors my sleep and my steps size could be a half size smaller but the lower size would have been too tight in the summer heat swelling of fingers","175","34","0","0","0.022222222222222223","-0.023809523809523808","0.3005952380952381"
"My ring came quick","My ring came quick. I love the sleep information and tracking my exercise. I've already recommended it to friends and coworkers.","5","2025-06-09T14:52:06.000Z","","my ring came quick i love the sleep information and tracking my exercise ive already recommended it to friends and coworkers","124","21","0","0","0.0234375","0.41666666666666663","0.55"
"Great tracker","Many things to like about this ring - comfortable, excellent battery life, free app with great info, overall performs it consistently well. I like the workout tracking for walking/running and how it shows distance and path. Would like to see more workout options, e.g., yoga, strength training, just to keep record of those workouts as well.","5","2025-06-09T13:19:18.000Z","","many things to like about this ring comfortable excellent battery life free app with great info overall performs it consistently well i like the workout tracking for walkingrunning and how it shows distance and path would like to see more workout options eg yoga strength training just to keep record of those workouts as well","326","55","0","0","0.008797653958944282","0.48124999999999996","0.575"
"Easy and comfortable to wear & battery…","Easy and comfortable to wear & battery life is great!","5","2025-06-09T13:15:53.000Z","","easy and comfortable to wear battery life is great","50","9","1","0","0.018867924528301886","0.6111111111111112","0.7944444444444444"
"Easy to use and understand","Easy to use and understand. Love this product.","5","2025-06-09T12:07:12.000Z","","easy to use and understand love this product","44","8","0","0","0.043478260869565216","0.4666666666666667","0.7166666666666667"
"Love the ring for the most part","Love the ring for the most part. The exercise category could use some improvement. There’s not many exercises to choose from (run, walk, cycle) and it does not transfer data from Apple health. It looks as if I haven’t exercised when I weight lift because I don’t wear the ring, but I would have that data if it successfully gathered information from Apple health.","4","2025-06-09T12:04:32.000Z","","love the ring for the most part the exercise category could use some improvement theres not many exercises to choose from run walk cycle and it does not transfer data from apple health it looks as if i havent exercised when i weight lift because i dont wear the ring but i would have that data if it successfully gathered information from apple health","351","64","0","0","0.027548209366391185","0.375","0.6375"
"Love their products","Love their products!
Customer service was great.","5","2025-06-09T11:02:03.000Z","","love their products customer service was great","46","7","1","0","0.041666666666666664","0.7125","0.675"
"Good ring","Overall it’s a great ring but would have like for it to have little reminders of when I’m fertile, that would help the ladies when trying to conceive.","4","2025-06-07T16:51:18.000Z","","overall its a great ring but would have like for it to have little reminders of when im fertile that would help the ladies when trying to conceive","146","28","0","0","0.013333333333333334","0.2041666666666667","0.4166666666666667"
"Slow starting, but...","Well, I faced issues with the courier. It took long time to arrive. Then the size is slightly greater then the kit size rings. If I had know, I would order one size less.
That said, it is a good product, I like it more and it is a great travel companion","4","2025-06-07T12:34:15.000Z","","well i faced issues with the courier it took long time to arrive then the size is slightly greater then the kit size rings if i had know i would order one size less that said it is a good product i like it more and it is a great travel companion","245","52","0","0","0.03557312252964427","0.38055555555555554","0.4694444444444445"
"Needs to have a swimming tracking","Needs to have a swimming tracking","3","2025-06-07T08:49:26.000Z","","needs to have a swimming tracking","33","6","0","0","0.030303030303030304","0.0","0.0"
"Feedback","I have had my RingConn for almost a month (June 15 exact date) with no problems until today. The RingConn will not stay connected to Bluetooth and I have reset it and it’s still doing it. Also, when not in use it stated my heart rate was between 143 to 148. How when it was sitting on the table. Is there something wrong with my ring? Debating on sending it back for a refund.","3","2025-06-07T01:42:21.000Z","","i have had my ringconn for almost a month june exact date with no problems until today the ringconn will not stay connected to bluetooth and i have reset it and its still doing it also when not in use it stated my heart rate was between to how when it was sitting on the table is there something wrong with my ring debating on sending it back for a refund","355","71","0","1","0.034574468085106384","-0.08333333333333333","0.3833333333333333"
"","The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more","5","2025-06-16T16:25:05.000Z","","the company is responsive when i email them or submit feedback via the app usually responding within business days there are frequent updates as they roll out new features andor fix bugs the rinsee more","202","35","0","0","0.02403846153846154","0.12159090909090908","0.37613636363636366"
"","The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more","5","2025-06-16T14:49:54.000Z","","the ringconn has helped me better assess my sleep more than any other device has i highly suggest this ring since theres no monthly fee the app shows some fun stuff coming on the horizon for the asee more","204","39","1","0","0.02403846153846154","0.300625","0.43583333333333335"
"","Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more","4","2025-06-18T23:43:57.000Z","","love the idea of the ring somethings to note it gets scratched very easily and im not expecting it to look great a year from now also there are no postpartum or pregnancy setting for the fertilitysee more","204","38","0","0","0.028846153846153848","0.5908333333333333","0.7125"
"","Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.","4","2025-06-16T11:11:52.000Z","","still relatively adjusting but so far everything has been as great as i expected the only thing is that the app doesnt take temp on demand only when sleeping other than that i love the purchase","193","36","0","0","0.01507537688442211","0.146875","0.640625"
"Awesome product!","Comfortable, great fit, long battery life. Tells me a ton of data about my fitness, vitals, sleep quality. Fast shipping and reasonable price too!","5","2025-06-06T16:15:29.000Z","","comfortable great fit long battery life tells me a ton of data about my fitness vitals sleep quality fast shipping and reasonable price too","139","24","1","0","0.02054794520547945","0.3333333333333333","0.5916666666666667"
"review","great delivery","5","2025-06-06T16:07:13.000Z","","great delivery","14","2","0","0","0.0","0.8","0.75"
"Almost perfect","The ringconn gen 2 air is almost perfect. The bad thing is the step counter that is way off the reality.","4","2025-06-06T15:44:52.000Z","","the ringconn gen air is almost perfect the bad thing is the step counter that is way off the reality","100","20","0","0","0.019230769230769232","0.15000000000000008","0.8333333333333333"
"Easy to use and been reliable the first…","Easy to use and been reliable the first month!","5","2025-06-06T15:07:08.000Z","","easy to use and been reliable the first month","45","9","1","0","0.021739130434782608","0.3729166666666667","0.5833333333333334"
"I love this ring battery life is long","I love this ring battery life is long , step accuracy is not the greatest but still good , I love the sleep analysis very thorough overall I give this ring a 5 start","5","2025-06-06T14:14:41.000Z","","i love this ring battery life is long step accuracy is not the greatest but still good i love the sleep analysis very thorough overall i give this ring a start","159","31","0","0","0.01818181818181818","0.40714285714285714","0.5"
"The ring doesn’t accurately track","The ring doesn’t accurately track. It is a waste of money! Just go and get an apple watch for the money and accuracy.","1","2025-06-06T14:01:08.000Z","","the ring doesnt accurately track it is a waste of money just go and get an apple watch for the money and accuracy","113","23","1","0","0.02564102564102564","0.07500000000000004","0.31666666666666665"
"Outstanding Product","Outstanding product - yes, would buy again!","5","2025-06-06T13:14:52.000Z","","outstanding product yes would buy again","39","6","1","0","0.023255813953488372","0.625","0.875"
"Inaccurate","After using the RingConn Gen2 for one week I find it to be inaccurate in many aspects particularly step count as compared to both my Apple Watch and iPhone. I also found that the O2 saturation levels were inaccurate as compared to my pulse oximeter. It did not detect nap times either. Although it is an attractive ring I’m questioning its accuracy in other areas as well.","2","2025-06-06T11:36:19.000Z","","after using the ringconn gen for one week i find it to be inaccurate in many aspects particularly step count as compared to both my apple watch and iphone i also found that the o saturation levels were inaccurate as compared to my pulse oximeter it did not detect nap times either although it is an attractive ring im questioning its accuracy in other areas as well","365","67","0","0","0.03494623655913978","0.3354166666666667","0.5520833333333333"
"Excellent.","Date of experience: April 25, 2025","5","2025-06-06T10:53:12.000Z","","date of experience april","24","4","0","0","0.058823529411764705","0.0","0.0"
"Love it","Having used smart rings for many years this is so far my favourite. Ring looks nice. App has clear UI. No BS monthly fee or subscription required to access ur data","5","2025-06-06T05:27:50.000Z","","having used smart rings for many years this is so far my favourite ring looks nice app has clear ui no bs monthly fee or subscription required to access ur data","160","31","0","0","0.049079754601226995","0.3028571428571428","0.7052380952380952"
"It's early but overall very satisfied","Over all I am very satisfied with the ring. It doesn't have more bells & whistles than necessary. I wish the app was a bit more customizable. I talked to customer service a couple of times for clarification- first time the representative made me feel very confident that the answers they gave were correct. Second time a little different experience but not enough to keep me from ordering. My questions were if the actual ring was the same size as the sizing kit or slightly smaller or bigger. Told slightly smaller, when I got the ring it was actually slightly bigger, very slightly. I went with the size that the sizer was slightly difficult to get over my knuckle. Would have preferred a 1/2 size but informed not available, doesn't hurt to ask. Actual ring slides a bit too easy a 1/2 size smaller would have been perfect.
Look forward using this for a lot longer than I used my Fitbit charge6.","4","2025-06-06T01:57:43.000Z","","over all i am very satisfied with the ring it doesnt have more bells whistles than necessary i wish the app was a bit more customizable i talked to customer service a couple of times for clarification first time the representative made me feel very confident that the answers they gave were correct second time a little different experience but not enough to keep me from ordering my questions were if the actual ring was the same size as the sizing kit or slightly smaller or bigger told slightly smaller when i got the ring it was actually slightly bigger very slightly i went with the size that the sizer was slightly difficult to get over my knuckle would have preferred a size but informed not available doesnt hurt to ask actual ring slides a bit too easy a size smaller would have been perfect look forward using this for a lot longer than i used my fitbit charge","870","159","0","0","0.01670378619153675","0.12518115942028984","0.5307971014492754"
"Great ring overall! Just needs some improvements in monitoring workouts.","This has been a great smart ring! The price is right and I love that the app and plethora of data are both free. The first ring I received was not tracking vitals properly, but RingConn was responsive and sent a replacement ring (it did take a couple of weeks). This ring has been consistently tracking data and I love how many graphs are provided for interpretation. It seems to do a good job with step tracking (at least for trends), but it struggles to accurately monitor my heart rate during rowing workouts. I have automatic workout mode detection on and even set it to an indoor cycling workout, but my heart rate is rarely registers above 110 bpm. It does much better during running workouts.

Women’s health cycle tracking was one of my main reasons for purchasing. It’s very simple, but temperature shifts was all I needed, so this does the job just fine.

Overall, I would definitely recommend the ring!","4","2025-06-05T21:53:46.000Z","","this has been a great smart ring the price is right and i love that the app and plethora of data are both free the first ring i received was not tracking vitals properly but ringconn was responsive and sent a replacement ring it did take a couple of weeks this ring has been consistently tracking data and i love how many graphs are provided for interpretation it seems to do a good job with step tracking at least for trends but it struggles to accurately monitor my heart rate during rowing workouts i have automatic workout mode detection on and even set it to an indoor cycling workout but my heart rate is rarely registers above bpm it does much better during running workouts womens health cycle tracking was one of my main reasons for purchasing its very simple but temperature shifts was all i needed so this does the job just fine overall i would definitely recommend the ring","885","161","2","0","0.018619934282584884","0.28270975056689346","0.4782312925170068"
"My new ring works great","My new ring works great. Its just like it was advertised to be. I'm very happy.","5","2025-06-04T20:50:56.000Z","","my new ring works great its just like it was advertised to be im very happy","75","16","0","0","0.0379746835443038","0.6454545454545455","0.7348484848484849"
"Love the ring!!","Love the ring! This is my 2nd one and would buy it again! Only thing that I would change is I wish I could disable the period tracker. But that's it.
All the other information is great and I use it to stay on top of my health as much as possible!!","5","2025-06-04T18:30:48.000Z","","love the ring this is my nd one and would buy it again only thing that i would change is i wish i could disable the period tracker but thats it all the other information is great and i use it to stay on top of my health as much as possible","239","52","4","0","0.03643724696356275","0.2571428571428572","0.6035714285714285"
"Room for accuracy improvement","I think the sleep tracking is accurate along with stress. The heart rate is terrible. i did an intense HIIT cycle workout for 15 minutes where I know it is burning at least 100 calories and my ring said it burned 7... and the my BPM is like 75. So that's frustrating that the calorie burn is not accurate and I can't return it even if I wanted to.","3","2025-06-04T17:12:39.000Z","","i think the sleep tracking is accurate along with stress the heart rate is terrible i did an intense hiit cycle workout for minutes where i know it is burning at least calories and my ring said it burned and the my bpm is like so thats frustrating that the calorie burn is not accurate and i cant return it even if i wanted to","326","65","0","0","0.037463976945244955","-0.21666666666666665","0.7611111111111111"
"ring does not count properly steps","ring does not count properly steps. It has huge difference to benchmark devices (like watch, etc) by approximately 20-30% more steps! I compared for already 2 weeks and nothing improves.","2","2025-06-04T16:17:56.000Z","","ring does not count properly steps it has huge difference to benchmark devices like watch etc by approximately more steps i compared for already weeks and nothing improves","171","28","1","0","0.010752688172043012","0.15625","0.525"
"Love it","I love my ring, easy to wear and comfortable. The data is quite accurate beside the period tracker, hence why a four star. The period tracker is a bit off for me and there’s no way to see all the symptoms you’ve put and go back quickly to see them. Maybe it is different for others. Otherwise I absolutely love it. I would loooveeee to have new things on it like caffeine window, hopefully soon ☺️","4","2025-06-04T14:58:00.000Z","","i love my ring easy to wear and comfortable the data is quite accurate beside the period tracker hence why a four star the period tracker is a bit off for me and theres no way to see all the symptoms youve put and go back quickly to see them maybe it is different for others otherwise i absolutely love it i would loooveeee to have new things on it like caffeine window hopefully soon","384","75","0","0","0.017632241813602016","0.30033670033670035","0.5579124579124578"
"Very responsive and super helpful","Very responsive and super helpful. Having to monitor for several weeks before any action could be completed though was a little difficult.","4","2025-06-04T14:56:50.000Z","","very responsive and super helpful having to monitor for several weeks before any action could be completed though was a little difficult","136","22","0","0","0.014492753623188406","-0.009027777777777782","0.42777777777777776"
"Blows the competition out of the water!","Blows the competition out of the water!
The battery life is amazing, only have to charge one every 9 days and it takes about an hour. The fit is great, it's not too thick of a ring and feels and looks great on your finger. My one and only flaw is that it scratches very easily, but I wear this sucker to do everything so that may be on me :)","5","2025-06-04T14:49:42.000Z","","blows the competition out of the water the battery life is amazing only have to charge one every days and it takes about an hour the fit is great its not too thick of a ring and feels and looks great on your finger my one and only flaw is that it scratches very easily but i wear this sucker to do everything so that may be on me","329","69","1","0","0.01466275659824047","0.30633333333333335","0.8074999999999999"
"The ring itself is wonderful","The ring itself is wonderful, good metrics, good quality, weight and size. The app is fine too, but i think the AI Partner could be more helpful and personal.","5","2025-06-04T14:47:14.000Z","","the ring itself is wonderful good metrics good quality weight and size the app is fine too but i think the ai partner could be more helpful and personal","152","29","0","0","0.03164556962025317","0.5527777777777777","0.5833333333333334"
"","The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more","5","2025-06-16T16:25:05.000Z","","the company is responsive when i email them or submit feedback via the app usually responding within business days there are frequent updates as they roll out new features andor fix bugs the rinsee more","202","35","0","0","0.02403846153846154","0.12159090909090908","0.37613636363636366"
"","The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more","5","2025-06-16T14:49:54.000Z","","the ringconn has helped me better assess my sleep more than any other device has i highly suggest this ring since theres no monthly fee the app shows some fun stuff coming on the horizon for the asee more","204","39","1","0","0.02403846153846154","0.300625","0.43583333333333335"
"","Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more","4","2025-06-18T23:43:57.000Z","","love the idea of the ring somethings to note it gets scratched very easily and im not expecting it to look great a year from now also there are no postpartum or pregnancy setting for the fertilitysee more","204","38","0","0","0.028846153846153848","0.5908333333333333","0.7125"
"","Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.","4","2025-06-16T11:11:52.000Z","","still relatively adjusting but so far everything has been as great as i expected the only thing is that the app doesnt take temp on demand only when sleeping other than that i love the purchase","193","36","0","0","0.01507537688442211","0.146875","0.640625"
"Please include workouts from Apps Like…","Please include workouts from Apps Like ErgData. Ring works Fine!!!","5","2025-06-04T13:22:03.000Z","","please include workouts from apps like ergdata ring works fine","62","10","3","0","0.10606060606060606","0.8138020833333335","0.5"
"My wife loves her RingConn","My wife loves her RingConn. The app works great with quick and accurate information, no monthly fees, and the sleek design makes the ring easy to wear all the time. I purchased this for her for mothers day and it was a hit. Would recommend 100% 👌","5","2025-06-04T13:11:25.000Z","","my wife loves her ringconn the app works great with quick and accurate information no monthly fees and the sleek design makes the ring easy to wear all the time i purchased this for her for mothers day and it was a hit would recommend","234","45","0","0","0.024390243902439025","0.4916666666666667","0.6791666666666667"
